stid,hisei,hisced,famstruc,sex,hlang,wealth,m2m_p,m2m_s,wkp2019,hsl2019,hel2019,fts2019,sa3,brthplace_aust_2011_ce_p,brthplace_elsewhere_2011_ce_p,lsh_eng_only_2011_ce_p,lsh_oth_lan_2011_ce_p,med_tot_hh_inc_wee_c2011,average_hh_size_c2011,lfs_unem_lfw_c11_m,lfs_tot_lforc_c11_m,n_lforc_c11_m
5303,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.45,"1 No, never","1 No, never",1770.93,1 Year 12,No qual,3 Not studying,11502,19074,5435,21078,3584,1813,3,275,7178,2517
5304,74,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.33,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,10102,41311,9235,44878,6042,1688,2.6,473,15856,4095
5305,43,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,12401,59112,12532,68457,3854,1270,2.5,1019,19351,8207
5306,38,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,.58,"1 No, never","1 No, never",612.9400000000001,1 Year 12,Cert III/IV/Dip,3 Not studying,20901,87383,26186,91061,23235,1394,2.6,1481,31996,12638
5307,49,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1,"1 No, never","1 No, never",393.49,1 Year 12,Cert III/IV/Dip,3 Not studying,11102,60164,7089,65424,2300,1061,2.6,972,16788,9707
5308,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,0,"1 No, never","1 No, never",1307.17,1 Year 12,BA,3 Not studying,30305,29144,21817,33292,17945,1541,3,884,15030,4646
5309,38,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,1.77,"3 Yes, twice or more","1 No, never",,1 Year 12,BA,3 Not studying,51001,26756,4834,23740,6198,1438,2.9,475,8213,4384
5310,25,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,2 Male,1 Language of test,.4,"1 No, never","1 No, never",1393.91,1 Year 12,Cert III/IV/Dip,3 Not studying,40203,38088,19747,39402,18290,966,2.4,1109,15241,8287
5311,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.4,"2 Yes, once","1 No, never",1288.04,2 Year 11,BA,3 Not studying,12504,57892,59005,56505,60350,1376,2.6,2001,35009,12433
5312,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",2243.13,1 Year 12,Cert III/IV/Dip,3 Not studying,10501,21563,1464,22659,725,876,2.4,455,6248,3006
5313,68,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",,1 Year 12,Post-grad,1 Full-time,21005,75875,48594,59722,66002,1157,3.1,2388,32611,14773
5314,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,2 Another language,1.78,"1 No, never","3 Yes, twice or more",,1 Year 12,Post-grad,3 Not studying,50501,89359,57435,132437,14989,1780,2.8,1743,45877,11890
5315,59,"3 ISCED 3B, 3C - Yr 10 or 11",1 Single parent family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",682.38,1 Year 12,BA,1 Full-time,11503,19675,2856,21751,967,1577,3,247,6939,2068
5316,43,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,70201,27905,5433,21045,11160,1514,2.9,502,8876,3310
5317,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,12101,55961,39609,64903,31025,2071,2.6,1168,27937,8738
5318,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
5319,53,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.71,"3 Yes, twice or more","3 Yes, twice or more",1186.11,1 Year 12,No qual,3 Not studying,50201,57685,20160,74651,3739,992,2.4,1279,19457,10835
5320,71,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",1412.93,1 Year 12,BA,3 Not studying,10102,41311,9235,44878,6042,1688,2.6,473,15856,4095
5321,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.22,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,21203,79299,43661,87290,36389,1339,3.1,1842,35790,10012
5322,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,31103,49922,19034,58858,10629,1306,3,1329,19593,5875
5323,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,40105,23061,10155,24724,8684,1133,2.2,503,9240,4248
5324,48,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",932.89,2 Year 11,Cert III/IV/Dip,2 Part-time,60203,31181,3534,34633,622,811,2.4,722,8715,5426
5325,67,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,0,"1 No, never","2 Yes, once",1596.8,2 Year 11,Cert III/IV/Dip,3 Not studying,11402,35558,6743,40543,1993,1093,2.5,432,10602,5493
5326,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.34,"2 Yes, once","1 No, never",281.7,1 Year 12,BA,3 Not studying,30905,22284,7434,27806,2072,1393,3,555,8263,2588
5327,54,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,40304,119526,35139,145916,9707,1083,2.5,2650,42854,17675
5328,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.68,"1 No, never","1 No, never",5.31,1 Year 12,Post-grad,3 Not studying,20607,47101,21737,51886,17474,1682,2.2,1164,22911,6342
5329,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",1192.47,1 Year 12,No qual,1 Full-time,11802,69563,49644,79916,38759,1578,2.4,1953,33897,15155
5330,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",3 Mixed,2 Male,1 Language of test,.22,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,10805,44280,4213,48051,1096,773,2.4,1004,10614,8473
5331,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"1 No, never","1 No, never",1620.82,1 Year 12,BA,3 Not studying,10201,128118,25829,146679,8659,1090,2.5,2489,39769,19644
5332,50,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.01,"2 Yes, once","1 No, never",1034.46,1 Year 12,BA,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
5333,34,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.99,"2 Yes, once","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,40301,23832,7486,28478,2997,1163,2.1,444,8841,4057
5334,67,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,60401,41380,4056,45078,988,836,2.4,867,11191,6338
5335,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",736.13,1 Year 12,Post-grad,3 Not studying,20605,55252,28471,66115,17999,1672,2,1307,29221,7182
5336,45,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",1577.29,1 Year 12,Post-grad,3 Not studying,21402,110388,26276,130624,7159,1054,2.4,1563,35511,17908
5337,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.98,"1 No, never","1 No, never",,1 Year 12,BA,2 Part-time,50302,49124,34783,64428,19778,1702,2.1,1186,28999,7367
5338,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.46,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,40104,30838,15884,31082,15959,1073,2.5,655,12259,6246
5339,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.43,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,80104,31955,13779,32602,13265,2175,2.9,406,14281,2475
5340,51,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.01,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,30801,24078,3118,26179,1195,1952,2.8,213,9286,1411
5341,51,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",938.63,1 Year 12,No qual,2 Part-time,40701,36030,8077,43266,1294,812,2.2,646,10357,7583
5342,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"2 Yes, once","1 No, never",2277.85,1 Year 12,Cert III/IV/Dip,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
5343,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",,2 Year 11,Cert III/IV/Dip,3 Not studying,10402,67038,10415,73953,4304,880,2.4,1693,18439,11476
5344,54,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,2 Another language,1.77,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11603,59177,38379,59503,38843,1168,3.2,2108,24395,10520
5345,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",1016.21,1 Year 12,BA,3 Not studying,40403,38437,16822,39071,16413,1023,2.3,926,15634,7150
5346,33,2 ISCED 2 - Some secondary but didn't complete Yr 10,2 Nuclear family,1 Female,2 Another language,.7,"1 No, never","1 No, never",1635.06,1 Year 12,BA,3 Not studying,40402,37320,15975,39520,14288,946,2.3,1060,14312,7411
5347,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,2.38,"1 No, never","1 No, never",1098.44,1 Year 12,BA,3 Not studying,10501,21563,1464,22659,725,876,2.4,455,6248,3006
5348,34,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.22,"1 No, never","1 No, never",984.76,1 Year 12,BA,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
5349,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.38,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,10201,128118,25829,146679,8659,1090,2.5,2489,39769,19644
5350,44,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,30605,30212,5569,33498,2651,861,2.4,639,8816,4959
5351,54,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,2 Male,1 Language of test,.01,"1 No, never","1 No, never",1313.23,1 Year 12,No qual,3 Not studying,30907,63171,26288,83264,6556,1481,2.9,1591,25816,7060
5352,51,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,.6899999999999999,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,31603,37975,10092,46148,2366,983,2.3,1036,13233,5925
5353,53,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",1656.77,2 Year 11,Cert III/IV/Dip,3 Not studying,10801,24989,2925,27674,671,725,2.2,526,5528,5843
5354,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,2.39,"1 No, never","1 No, never",,1 Year 12,BA,2 Part-time,50301,40649,19971,52778,8068,2109,2.6,673,16770,6777
5355,29,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",1162.58,3 Year 10,No qual,3 Not studying,60203,31181,3534,34633,622,811,2.4,722,8715,5426
5356,59,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1.78,"1 No, never","1 No, never",1333.36,1 Year 12,Cert III/IV/Dip,2 Part-time,10901,49015,5447,52252,2701,1008,2.4,821,14830,6123
5357,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.23,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,12504,57892,59005,56505,60350,1376,2.6,2001,35009,12433
5358,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",1069.51,1 Year 12,No qual,3 Not studying,10402,67038,10415,73953,4304,880,2.4,1693,18439,11476
5359,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.44,"1 No, never","2 Yes, once",2539.96,1 Year 12,Cert III/IV/Dip,3 Not studying,20301,14292,1726,15596,547,1257,2.8,151,4594,1558
5360,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",984.84,1 Year 12,BA,1 Full-time,10601,72040,5631,76536,1582,1181,2.6,1032,21220,9341
5361,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",1119.49,1 Year 12,BA,3 Not studying,12202,41670,12960,50693,4297,1818,2.7,513,15578,5480
5362,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.21,"2 Yes, once","2 Yes, once",,1 Year 12,BA,3 Not studying,31101,10332,1378,11499,256,939,2.6,190,2962,1545
5363,53,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11103,128310,19141,136109,12679,1154,2.4,2486,40740,18618
5364,87,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,40303,45994,13661,51674,8352,1381,2.5,773,16435,7127
5365,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.02,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,50604,60130,39647,76429,23232,1371,2.8,1507,29715,9526
5366,45,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.31,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,50601,39620,18682,52782,6019,1309,2.7,910,17312,5288
5367,25,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,1.33,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,10102,41311,9235,44878,6042,1688,2.6,473,15856,4095
5368,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.46,"1 No, never","1 No, never",1387.32,1 Year 12,BA,3 Not studying,21102,19075,5685,20617,4229,1886,3,271,7295,2451
5369,77,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",1612.44,1 Year 12,BA,3 Not studying,20804,26871,10725,28939,8806,1767,2.5,472,10856,3743
5370,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,3.44,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,20606,32597,16683,38469,11076,1697,2,697,16577,4496
5371,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,2.37,"2 Yes, once","1 No, never",225.91,1 Year 12,BA,3 Not studying,20701,107744,45022,115982,37463,1893,2.6,2009,43554,15975
5372,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",1705.09,1 Year 12,BA,1 Full-time,40703,56319,7442,59200,4795,814,2.3,1066,16751,9378
5373,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"2 Yes, once","2 Yes, once",10.66,1 Year 12,BA,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
5374,41,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",1213.85,1 Year 12,BA,3 Not studying,11102,60164,7089,65424,2300,1061,2.6,972,16788,9707
5375,69,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,1.05,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11203,67478,12783,77989,3122,845,2.4,1649,18390,12954
5376,45,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,0,"1 No, never","1 No, never",1016.92,1 Year 12,Cert III/IV/Dip,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
5377,69,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,50403,66121,31097,81106,16501,1457,2.8,1239,28853,7832
5378,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
5379,49,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,1,"1 No, never","1 No, never",1687.46,1 Year 12,Post-grad,3 Not studying,31905,35883,4234,39113,913,781,2.4,844,8590,7524
5380,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",3241.69,1 Year 12,BA,3 Not studying,50201,57685,20160,74651,3739,992,2.4,1279,19457,10835
5381,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",1314.7,1 Year 12,BA,1 Full-time,40304,119526,35139,145916,9707,1083,2.5,2650,42854,17675
5382,47,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.2,"2 Yes, once","1 No, never",1299.34,1 Year 12,BA,3 Not studying,12702,74622,92178,46183,122013,1046,3.2,3757,40672,23974
5383,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,21205,82520,73119,84237,72379,1319,2.7,2661,42930,21327
5384,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,2 Part-time,10106,29778,2728,31793,1035,1068,2.5,364,8903,3661
5385,25,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"2 Yes, once","2 Yes, once",1611.1,1 Year 12,BA,3 Not studying,11302,12358,1212,13232,452,923,2.4,188,3778,1806
5386,59,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",2240.84,1 Year 12,BA,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
5387,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","1 No, never",2596.27,1 Year 12,BA,3 Not studying,11302,12358,1212,13232,452,923,2.4,188,3778,1806
5388,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",3 Mixed,1 Female,2 Another language,0,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11501,83256,46915,91198,39564,2139,3.1,1675,38055,11839
5389,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",149.39,1 Year 12,Cert III/IV/Dip,2 Part-time,50301,40649,19971,52778,8068,2109,2.6,673,16770,6777
5390,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,20701,107744,45022,115982,37463,1893,2.6,2009,43554,15975
5391,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,50403,66121,31097,81106,16501,1457,2.8,1239,28853,7832
5392,25,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,40202,58174,17457,68632,7613,891,2.6,1810,18763,9737
5393,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.45,"2 Yes, once","2 Yes, once",,1 Year 12,Cert III/IV/Dip,3 Not studying,12802,84679,17648,91667,11261,1812,2.9,1084,30510,9110
5394,50,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",2235.85,1 Year 12,BA,3 Not studying,50606,12866,4124,16107,757,1638,3,182,5024,1529
5395,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",894.68,1 Year 12,BA,3 Not studying,20503,46571,7478,52182,2375,886,2.3,574,13985,7613
5396,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",3055.08,1 Year 12,BA,3 Not studying,30601,33833,10684,40882,3918,1343,2.6,729,13182,3619
5397,55,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
5398,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",2646.66,1 Year 12,BA,3 Not studying,10102,41311,9235,44878,6042,1688,2.6,473,15856,4095
5399,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,2.39,"1 No, never","1 No, never",912.5700000000001,1 Year 12,No qual,2 Part-time,11101,100911,11017,108385,4663,1149,2.5,1560,29277,14578
5400,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.4,"1 No, never","1 No, never",603,1 Year 12,BA,2 Part-time,40203,38088,19747,39402,18290,966,2.4,1109,15241,8287
5401,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.39,"1 No, never","1 No, never",80.54000000000001,1 Year 12,BA,3 Not studying,60401,41380,4056,45078,988,836,2.4,867,11191,6338
5402,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.76,"1 No, never","1 No, never",2019.96,1 Year 12,BA,2 Part-time,60302,14516,2665,16785,558,865,2.4,298,4199,2742
5403,45,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,2 Part-time,50501,89359,57435,132437,14989,1780,2.8,1743,45877,11890
5404,74,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",2155.21,1 Year 12,BA,3 Not studying,50301,40649,19971,52778,8068,2109,2.6,673,16770,6777
5405,51,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.99,"2 Yes, once","1 No, never",356.28,1 Year 12,BA,2 Part-time,10601,72040,5631,76536,1582,1181,2.6,1032,21220,9341
5406,90,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,20606,32597,16683,38469,11076,1697,2,697,16577,4496
5407,28,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.71,"3 Yes, twice or more","1 No, never",1579.33,1 Year 12,No qual,3 Not studying,21005,75875,48594,59722,66002,1157,3.1,2388,32611,14773
5408,69,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,1.33,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
5409,69,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",550.98,1 Year 12,BA,1 Full-time,50301,40649,19971,52778,8068,2109,2.6,673,16770,6777
5410,30,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,2 Another language,1,"2 Yes, once","3 Yes, twice or more",114.53,1 Year 12,Cert III/IV/Dip,2 Part-time,30702,34659,2748,36791,934,1003,2.6,371,10546,4024
5411,56,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",1021.92,1 Year 12,BA,3 Not studying,60402,37338,3871,40839,932,868,2.4,804,10321,5771
